,Text,value
329,viet tan co post tin bay hong vietnam hong co dich covid ma_dong cua lam gi huh,-1
330,thang lu thang nieng dau sao tui bay noi mat troi van no ruc o việt nam ma_tra loi di_bay,1
331,bánh xì gòn ngon nhất nước biết bán thu về giá t hy_vọng năm giữ hà nội tội_nghiệp quá cảm_ơn,1
332,ở ngiờững quốc_gia kgiờác giờọ ngiờững gói giờ trợ ngiờững cgiờương trìngiờ giúp cgiờo doangiờ nggiờiệp tiếp_tục sống tạm kgiờông biết ở việt nam cgiờương trìngiờ kgiờông nói cgiờo dù tgiờì tiền nó cgiờẳng đến tay doangiờ nggiờiệp ngiờỏ cgiờán,1
333,anh pháo_bông nổ dữ_dội mới ghê,0
334,nghề ảnh,0
335,kinh_tế khó_khăn tiêu thu ngân_sách giảm sắp tới con vịt nào còn lông chuẩn đi_nhe,1
336,việt tân thật thếnghe nói việt tân biết,-1
337,giống trung cộng nói covid bắt_nguồn mày thôi màyà hỏi dân đi xemày dân màyuốn ai,1
338,vấn đè t co nói đen trung quốc àmuốn nói đen trung quốc hỏi trung_quốc hay hỏi việt tân_á,0
339,phe chống màyày nói màyày nói_dối thế phe chống trung nói trung nói_dối sai à,0
340,hai thằng nói_dối nhung quan_trọng dân màyuốn chống mày hay chống trung,0
341,con bò mới bíet người dân việt nam giờ thua_kém bats nước nào,-1
342,chống aiai ngon việt namày chiếmày mày trướcngon chiếmàycòn bay giờ dmày trung quốc đống cửa_khẩu dân đói đến bán đượckhong tụi quê làmày cức đẻ an lợi_hại,-1
343,tôi co nói việt nam thua_kém à,0
344,mày nói kiểu nhà giàu rồicòn nhà làmày thanh longnong dândmày k ki làmày thấy màyẹco người bỏ bò anco nguời chặt k làmàymày làmàymày chửa hiểu cảmày giac đauco nhà làmày an phù thuộc khôbg bán đi đượcphải đi vay nợ đe_lo gia đìnhmày hiểu à,1
345,tao đéo thằng nào hết á thằng nào mang bom_đạn mang quân_đội nước tao tao ghét thằng đấy mày mở mõm phe nọ phe kia đời mày m tôi mọi chúng_nó thôi,0
346,mày ngon chiếmày còn trung giờ màyà đóng_cửa biên_giới dân làmày sao blah blah,0
347,dân giờ buộc miệng bán_nước chẳng sai bao năm nhồi_sọ thành_công_cốc haizzz,1
348,bên sa_thải bạn nghe nói đong bớt dlv,0
349,biết viết tiếng việt à mày,0
350,nào cộng_sản họ thành nước quân_lực hạng tư_thế_giới mọi còn tồn,1
351,thứ tồn duy_nhất lũ vện biết bi ba bi_bô tiếng việt bjo thấy khát nước,0
352,ok,0
353,khát nước tàu ai thèm_khát làm dân trong nước còn kêu cộng_sản bán_nước kìa nói chi dân hải ngoại,1
354,bốc_phét người đọc thấy hợp l thế shitpost,0
355,công_nghệ tàu lớp cotton chạy mặt nhựa nước,0
356,đứa nào tao_k,0
357,còn xem hài bác ơi,0
358,kênh nó đăng k ở màyày màyàyà fb màyày báo_cáo thế thôi à tác_dụng đâu,0
359,trong ở mẽo,0
360,mẽo dịcgiờ nặng_nề tiền giờ trợ pgiờát cgiờo dân đặn giờàng tgiờáng tu bang tu đối_tượng người giờay đô còn việt tgiờì sao ôi zồi ôi ta tgiờần tgiờángiờ đángiờ bay covid blagiờ blagiờ ta giờ trợ cgiờo dân tỉ blagiờ blagiờ,1
361,thế tỉ giờ sao nhắc nhẹ nghe đến cuối năm kinh_tế toang đấy,1
362,mày nói ngu_ngốc nói bảo giờiểm liên_quan đếcgiờ đến giờ trợ covid tiền tgiờất nggiờiệp ai đi làm kgiờai tgiờuế con ạ kể người ăn_tiền già tiền bệngiờ luôn mấy tgiờằng ở lậu đi làm đóng tgiờuế mày ở việt nam đếcgiờ biết đừng mở mõm sủa bậy_bạ người_ta cười tgiờằng dốt à,-1
363,hoan_hô dập tắt luận_điệu xuyên_tạc dân nghe riết ngu_ngơ hiểu sao trở ngớ_ngẩn dân nước khác thủ_tướng,0
364,ta m bước giờ trợ bước mấy tgiờáng biết sao nước_ngoài bước ngiờư việt nam người_ta nói m tiền người_ta pgiờồn vingiờ giả_tạo tgiờôi ngiờưng nói giúp dân gửi tiền tgiờật,1
365,mình đọc bình_luận lần thứ lảnh tiền thất_nghiệp bao hiểm nào giờ nghe bảo_hiểm_thất_nghiệp,0
366,ở việt_nam thất_nghiệp đóng bảo_hiểm nhận ở việt nam gọi bảo_hiểm_thất_nghiệp còn thê_thảm hơn quy_định ngặt_nghèo_khó_khăn trong thủ_tục nhận tiền bảo_hiểm_thất_nghiệp,1
367,nói_chung an_sinh xã_hội ở việt nam kém gáy vang,1
368,dân khác dân mày biết nói tiếng việt ấy hả tài_giỏi quá ha tài sao mày mày kia màyà mày nghê ngửi màyóng thúi cuộc_đời quanh_quẩn màyấy màyóng chân màyà luôn tỏ màyình thưởng đẵng,0
369,nó hay sao bọn tư_bản bao_giờ ai bất_k,0
370,thượng đẳng thiệt màyà mày nail ở mày về việt nam cung_phụng săn_đón sao đặt câu hỏi sao dân việt trong nước bây_giờ thấp kémày sao tiền_bạc trong nước bây_giờ màyất giá thê thảmày tiền đô về màyuốn màyua màyua,0
371,tỉ_giá hả k sư điện_toán lương ngàn ngàn năm ở việt nam bao_nhiêu ếch ngồi đáy giếng đừng nói nhé,1
372,thu_nhập ở mày cao hơn ở việt namày lần chi_tiêu cao hơn lần hiểu người việt namày nói màyẹ bằng tiếng việt namày đi bày đặc chi vẫy,1
373,thua hẳn người trong nước thua đảng_viên tư_sản đỏ thôi người dân bình_thường m ăn buôn_bán đàng_hoàng lấy hơn việt_kiều việt nam cộng_hoà đảng_viên hiện_giờ nằm top giàu nhất việt nam nhờ internet lộ đúng hơn đảng_viên trung_kiên giờ mới biết dân_thường đa_phần biết lâu,1
374,á đù thằng bình_quân thu_nhập ở việt namày đầu người nămày mày gần nămày màyày chừa ch người khác ngu hả,1
375,mấy ômg việt tân tiền mang tiền về ủng_hộ người dân thiết_thực đi,-1
376,vt hành đất_nước đâu kêu họ mang về ủng_hộ,-1
377,vt toàn nói nhảm linh_tinh,-1
378,hãy tin lãnh_đạo đảng cộng_sản việt_nam,-1
379,chết mẹ dòi tiền đâu nộp hơn t tiền thuế ngày bây_giờ,1
380,xàm,0
381,chắc lắp máy đo cân k cức ai ỉa phóng phí cao chẳng mấy_chốc hơn tỉ,1
382,xàm chổ nào bạn nói thử xem,0
383,lạy bạn đừng vẽ đường đẻng chạy,1
384,đảng đâu chạy t thấy mấy con vện chạy khỏi việt nam ấy,0
385,dám chửi con bác chung chủ_tịch hà_nội con bác phúc thủ_tướng chính phủlà vện ư bò đỏ dạo gan nhỉ,1
386,đi du_học học_hỏi bán_nước chạy một con chó rách đâu bạn vện,-1
387,du_học học_hỏi,0
388,sao đi học_hỏi thằng tivi báo_chí suốt ngày rả chửi sao con_cháu học_hỏi thằng giặc trung tuốc kìa điếm mỏ,1
389,màyày nhắc đến hai khái niệmày hoàn_toàn khác nhau hệ_thống giáo_dục bên mày tốt đồng_nghĩa công_dân họ thông màyinh đừng đánh_đồng hai khái niệmày thằng ngu ạ đéo tự_nhiên thằng du_học bảo người thông màyinh bên đấy dân thái châu á đâu,0
390,màyàyàyày đa sắc_tộc màyàyàyàyiễn hộ_chiếu công_dân thôi dân á hay phi_thông màyàyàyàyinh hay màyàyàyàyiễn công_dân nói dân màyàyàyày còn về trung tuốc buồn_cười lắmàyàyàyày sợ địch màyàyàyàyạnh ngày_xưa sao sợ màyàyàyày chả lẽ màyàyàyày yếu hơn trung tuốc l màyàyàyàyắc quai gọi giặc anh emàyàyàyày dân chất_vấn nói nói nọ l luận lung_tung,0
391,ngày cắp lư hương làm mất nhân_tính vụ vrlh đến nay bao_tay ươn ập xuống tp tin sao k tincó ai quyền rủa ngóc đầu nổi đâu,1
392,ở mày ngành nail ế ẩmày đóng_cửa,0
393,ngiờưng cgiờíngiờ pgiờủ giờ trợ tiền tươi tgiờóc tgiờật còn việt nam tgiờì cgiờỉ tgiờấy giờô giờào tivi,0
394,thật,1
395,cgiờủ tiệm nail tgiờì kgiờông ngiờưng ngiờân viên tgiờì giờ trợ đầy_đủ tiền cgiờỉ vài trăm đô ngiờưng ít còn sống ngày,0
396,bên mày tốt thật nhỉ,0
397,con khùng,0
398,người màyiền tây khùng con bà mày,0
399,con nho sao tich duc ma tao nghiep chi vay con,0
400,nói z viêt nam giờửi đít trung tuốc giờa giờ viêt nam giờơn đc ai đâutrc kingiờ tế sai gon nó pgiờát triển gấp máy lần máy lần giờà nội sài gon ngiờư giờôm nay tgiờangiờ qa giờọ,1
401,thực tin mới thấy bùn chẳng ai đc lợi kinh_tế tụt_dốc,0
402,phúc niễng ti_vi lừa nhân_dân việt nam thế_giới hốt cú chót,1
403,niển nói ktế việt nam tăng_trưởng đà hồi_phục nhanh tg niển ăn_nói_dóc quần què,1
404,im đi nhé,0
405,đóng_cửa biên chống dịch cty k nhập hàng ms thất_nghiệp nhé nhờ việt nam ms k bùng_phát dịch nhé à quên bọn việt nam tin đâu bảo việt nam giấu dịch,-1
406,giá chấp_nhận chống dịch triển đóng_cửa_giản cách xh nền kinh_tế thiệt_hại nặng đương_nhiên nói nền kinh_tế sao xạo chó nói_dối,-1
407,chac cac doanh nghiep o thanh pho nay co nhieu dong ghop de xay dung thanh pho va dat nuoc vay cac dong ghop sao khong mang xay dung ben vien truong hoc va lam duong lam cau nhan dan vay cac khoan dong ghop va ngoai te di_dau het va ai da tieu ding het,-1
408,ua vay sao thu tuong phuc noi viet nam dang tren dà phat trien dên côi dèn bem my cung phai chay ve_việt nam ma kho hieu,1
409,thế cộng_sản bao_giờ trở_thành nước quân_lực hạng tư_thế_giới đc,1
410,nói hay thực ngàn t lao_động thất_nghiệp thấy ai đồng nào nói vui_miệng,1
411,mây đen bao_phủ toàn_cầu mặt_trời toả sáng nước ta,-1
412,đợt covit bày mới biết thục lực doanh_nghiệp quốc_gia,0
413,cảm_ơn tàu cộngnhờ nó thế_giới nhàn ri,0
414,dịch đi làm k k ổn_định tết giờgiờ lòi nợ củ_vl,0
415,nhà mình thếkhó khăn quácác anh_em tài_xế xe container đường dài chút hàng nào luôn người bán xe,0
416,tgioi sao việt nam tăng_trưởng nhé,1
417,chúng_mày bao_nhiêu người chết sao thấy thống_kê vịt tần,0
418,tích_cực tìm ghế khóa tới nhé đừng ồn_ào quá lấy điểm bình_tập,0
419,len tivi ma bao thang thu tuong ho tro k ti viet nam thieu deo gi tien gap thang thu tuong no bao ho tro cai dau buoi ngu thi chet chu benh tat deo gi,1
420,bữa nào đứa điên nói tăng_trưởng mạnh_mẽ ta,0
421,gần tất nước thế_giới chịu anh hưởng dịch covid việt namày dập tắt dịch quá tốt còn đòi màyức tăng_trưởng việt namày tháng đầu nămày vấn dương màyà mày nó còn vật_lộn dịch chết ch màyà thuê xe đông_lạnh kìa sản_xuất xuất ngừng hoạt_động sao,-1
422,ai nói ngừng hoạt_động ai nói chết ch đúng kiểu mây đen che_kín toàn_cầu à thôi phát_triển quá mạnh nằm trong tốp à thôi,1
423,thằng_cha_ông nội mày covid nó ăn thịt à,0
424,tiền ủng hôn trung quốc giàu rồia tân xuyên_tạc quá nhaaa,1
425,gpd tăng nha,1
426,nge noi cug hay ro nhung nghe cua ah la truong xoc lo thi dung hon,1
427,thành_phố hồ chí minh sài_gòn chính_xác nào,1
428,ở ab đi em đừng đi,0
429,việt tân giờ trợ_giúp người dân đi,-1
430,đúng vt xuyên_tạc thật a nghoẽo nói thế_giới đi xuống thôi việt nam đi,1
431,thế thèn bảo kinh nế đi,1
432,thế ló nừa dân mình ha,1
433,kt dang len cao lam,1
434,kinh_tế suy_giảm thế_giới,0
435,nhà ổng ở gần kho đạn long bình mờ,1
436,thằng niễng nổ mấy thằng hay nói đạo l thường sống cc nhất mấy thằng bắc k cộng_sản,1
437,đâu mn ơi ch bán cắt c lắm,0
438,đem tiền về họ đi sủa cc chi,0
439,thằng t bắt_đầu vô chương_trình việt_nam,1
440,giai_đoạn cuối,0
441,ủa k t k đen đc sao ta,1
442,cong nhan that nghiep o ai nhan duoc mot xu nao,0
443,đói nhăn_răng,0
444,dân đen khổ wa,0
445,mấy ngàn t chính_phủ đâu sao mua mấy con chó việt nam cộng_hoà về thui chóng đói nhỉ dân việt nam cõ lẽ ăn chó việt nam cộng_hoà thui ăn dần dịch lũ,-1
446,thế_giới giảm tiêu_dùng lo bản_thân hết thuê bên ngoài,0
447,còn hơn chết người,0
448,hết tiền đừng nổ nữakhổ dân lắm đấy,1
449,đéo người chết may quá mấy con chó việt nam cộng_hoà chết đc mấy tên thằng quân rúc ở hố_ga nhà nào,-1
450,thôi đámày dlv thủ dâmày tinh_thần đi tụi nó hả_hê về bệnh_tật ở mày cha niễng nói kinh_tế đi màyà giờ lòi cty xưởng sản_xuất đóng_cửa công_nhân thất_nghiệp tụi nó biết chui l nào,1
451,ít người chếtnhìn mấy nước khác đi thất_nghiệp người chết,-1
452,mi mất quần_đảo hoàng_sa cộng_sản thôi còn chế_độ đúng trang chó_săn giặc,1
453,thời_đại công_nghệ thông_tin phát_triển mạnh_mẽ đưa chúng_ta đến tri_thức một_cách dễ_dàng tuy_nhiên ngoài nhứng lợi_ích nó đem mặt tiêu_cực chúng_ta đọc chọn_lọc kiểm_chứng,0
454,đ hơn ở mày chết ngoé,-1
455,xem cmt nảy giờ đủ giải_trí ngủ thôi,0
456,gói ngàn t cgiờíngiờ pgiờủ giờ trợ cgiờo dân eo biết đi đâu giờay đi túi lãngiờ đạo cộng_sản giờết dòi,1
457,trận dịch covid nước nào thế_giới suy_thoái hã việt tân,-1
458,riêng nhật bản chi tỉ usd kích_hoạt kinh_tế dự_đoán nguồn thuế thất_thu tỉ usd trong năm,0
459,chúng y dù_sao còn dính máu việt tối_ngày lo đi m mướn nuôi thân đâm thọc đất_nước việt_nam tối_ngày sao,-1
460,bon công san la vui nôcung nh câu chuyênn công ann bô năm trai lu đan nô banh công_an ruôt ma chêtcon giêt đơc công_an ngan tên linh nguy,1
461,sao tân thấy đồng_bào gặp nạn tân vui mặt thế tâm_địa tân_thế người trong nước họ ghét tân coi tân tổ_chức khủng_bố đúng còn,-1
462,nó nói hết câu bàn_thờ,0
463,covid liên_quan đến cộng_sản đăng ngu loz,-1
464,doanh_nghiệp chết hàng ngàn cơ s ngáp ngáp dân_chúng đi vô chùa ăn cơm cúng tương_lai chùa miễu tan_nát dân ăn_tiền zườn làm sư_sãi lo chua_chát,1
465,buồn,0
466,hello,0
467,tin vớ_vẩn,0
468,bàn_thờ,0
469,bình_thường,0
470,dug nghe c san noi,1
471,con ma nhà họ hứa,1
472,sao dạo ngáo đá ngôi quá,0
473,ôi quả cà_rng,0
474,trời ơi tin,0
475,hang dau the gioi chu,1
476,hoá rồng hoá hổ,0
477,đói đếnnơi lo biết nổ,1
478,loz gi trở_thành trở_mở loz,0
479,hết bến tre giờ tới hà_nội,1
480,cộng_sản chi mo,1
481,thành_kính phân_ưu gia_quyến,0
482,bò bây_giờ giá_trị hơn người trông thấy nhà bò chuồng người khỏi sánh,1
483,chính_quyền csvn,1
484,trời ơi đản công nô sao trí tuê m dân giàu đc chúng bày trăm phương ngàn kế đầu tu túi chúng đầy tiền vàng,1
485,hoài_nghi méo gi nưaz chuồng bò đấy nằm mức triệu mấy ông bụng to quả ăn giày tất,1
486,thế nước,0
487,tiền nó toàn đôn giá thực_tế,1
488,ủng_hộ tàu hết_sức nhé số tiền màyàyàyà blmàyàyày antifa nhận đc bạo_loạn nước màyàyày đc việt tân sức ủng_hộ bảo_kê họp_báo ủng_hộ màyàyàyạnh màyàyàyẽ chống trumàyàyàyp kết_quả nè việt tân ủng_hộ búa liềmàyàyày ở màyàyày rõ ban ngày_giờ lòi nè hoá ở màyàyày vt ủng_hộ búa liền ở việt nam giả thế đừng giả_tạo nưuax vt à,-1
489,quá đúng bạn ạ nhà cầm_quyền sáng_suốt đấy đất_nước việt nam hiện_nay bò hơn dân ưu_tiên bò còn thừa mới tìm tới nhà dân đấy mới chính_sách đúng_đắn,1
